Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Study_Efficiency,Internet_Usage_Hours,Gender_Male,Result,Result_Label,Grade_Label
8.9,94.5,49.5,86.9,60,0.93,6.2,1,1,Pass,C
7.6,95.7,48.0,77.4,75,0.59,2.7,0,1,Pass,B
8.2,67.8,39.3,53.8,40,0.77,7.7,0,0,Fail,D
3.5,65.2,42.1,95.2,90,0.58,5.6,1,1,Pass,A
2.6,80.7,37.4,86.9,40,0.7,4.1,0,0,Fail,D
7.8,94.7,53.6,95.2,90,0.58,5.6,0,1,Pass,A
8.3,95.7,39.0,86.9,40,0.94,5.7,0,0,Fail,D
9.9,80.7,47.5,60.6,60,0.83,2.1,1,1,Pass,C
4.7,80.7,30.0,41.4,40,0.85,1.2,1,0,Fail,D
4.3,85.9,34.1,56.3,60,0.51,1.9,0,1,Pass,C
8.0,81.8,51.7,91.7,90,0.55,6.0,1,1,Pass,A
4.1,62.0,27.1,42.2,40,0.52,3.2,1,0,Fail,D
9.4,89.8,47.6,66.2,60,0.56,4.2,1,1,Pass,C
8.7,80.2,39.6,86.9,75,0.57,5.6,0,1,Pass,B
4.9,85.9,37.9,65.0,60,0.85,7.3,1,1,Pass,C
7.8,80.1,50.7,90.3,90,0.59,5.4,0,1,Pass,A
7.8,79.7,46.8,77.4,75,0.8,5.4,0,1,Pass,B
1.9,66.9,49.5,86.9,75,0.93,7.0,0,1,Pass,B
9.1,71.1,43.6,60.9,60,0.56,1.5,0,1,Pass,C
5.5,66.4,46.6,86.9,90,0.83,7.5,0,1,Pass,A
8.4,67.8,48.4,86.9,75,0.88,7.7,0,1,Pass,B
3.9,98.9,37.3,65.3,60,0.92,5.3,1,1,Pass,C
9.1,66.1,41.9,65.6,60,0.87,5.6,0,1,Pass,C
4.5,80.7,49.5,86.9,90,0.94,5.0,1,1,Pass,A
1.1,83.6,32.9,74.6,75,0.75,3.6,0,1,Pass,B
9.1,84.4,51.4,82.4,75,0.54,7.1,1,1,Pass,B
6.3,66.2,29.7,65.0,60,0.79,1.8,0,1,Pass,C
3.9,91.7,33.0,53.4,40,0.61,7.5,0,0,Fail,D
9.6,91.4,53.4,86.9,75,0.89,2.3,0,1,Pass,B
9.6,69.5,49.1,76.5,75,0.52,6.0,1,1,Pass,B
6.7,80.7,40.6,70.1,75,0.93,1.2,1,1,Pass,B
6.7,80.7,46.4,77.4,75,0.75,2.9,1,1,Pass,B
5.0,93.0,35.0,52.5,40,0.93,4.3,0,0,Fail,D
3.6,87.9,42.3,86.9,90,0.53,6.7,0,1,Pass,A
4.0,63.3,43.4,96.9,90,0.72,4.8,1,1,Pass,A
7.1,76.7,49.9,93.5,90,0.59,2.0,0,1,Pass,A
7.8,80.7,41.6,59.3,60,0.77,1.2,0,1,Pass,C
8.1,80.7,49.5,64.4,60,0.93,1.5,0,1,Pass,C
8.1,77.9,50.5,86.9,90,0.69,6.7,0,1,Pass,A
1.8,84.0,49.5,75.7,75,0.73,6.8,1,1,Pass,B
5.4,73.1,40.0,86.9,40,0.8,5.6,1,0,Fail,D
1.5,80.7,49.5,95.6,90,0.88,7.5,1,1,Pass,A
5.9,80.7,42.8,72.2,75,0.85,7.8,0,1,Pass,B
5.0,72.9,38.6,70.9,75,0.93,3.3,1,1,Pass,B
9.0,93.5,40.1,42.5,40,0.98,7.4,0,0,Fail,D
4.2,80.7,28.1,44.2,40,0.68,5.9,0,0,Fail,D
2.1,93.5,25.7,40.4,40,0.61,6.6,1,0,Fail,D
2.3,80.7,39.6,94.8,90,0.5,3.4,1,1,Pass,A
6.7,80.7,41.5,64.5,60,0.5,7.6,1,1,Pass,C
6.6,80.7,42.2,68.1,60,0.65,4.6,1,1,Pass,C
1.9,78.9,38.9,90.7,90,0.87,7.9,1,1,Pass,A
1.8,96.3,36.2,86.9,75,0.93,2.1,0,1,Pass,B
7.3,80.7,45.0,76.6,75,0.97,5.1,0,1,Pass,B
1.7,80.7,27.9,57.8,60,0.99,5.9,0,1,Pass,C
6.7,80.0,49.5,86.9,90,0.62,5.6,0,1,Pass,A
6.7,80.7,37.6,49.9,40,0.93,6.4,0,0,Fail,D
1.7,73.8,23.7,43.2,40,0.98,3.2,1,0,Fail,D
1.8,87.7,27.8,51.5,40,0.85,7.4,0,0,Fail,D
6.7,90.4,45.7,56.1,60,0.76,3.1,1,1,Pass,C
4.4,94.1,35.3,56.9,60,0.93,5.8,0,1,Pass,C
4.3,98.9,49.5,80.2,75,0.93,3.0,1,1,Pass,B
8.3,70.7,39.6,53.1,40,0.95,1.2,0,0,Fail,D
9.5,88.6,52.0,86.9,75,0.66,7.8,1,1,Pass,B
9.9,75.8,41.0,45.5,40,0.86,4.3,0,0,Fail,D
7.8,87.1,38.9,86.9,40,0.64,7.2,0,0,Fail,D
6.3,79.0,37.8,70.5,75,0.93,3.5,0,1,Pass,B
6.3,99.8,42.2,95.3,90,0.93,5.6,0,1,Pass,A
6.7,80.7,52.4,91.6,90,0.93,2.8,1,1,Pass,A
6.3,98.1,49.5,86.9,90,0.63,3.9,1,1,Pass,A
4.8,80.7,42.6,79.0,75,0.84,7.1,1,1,Pass,B
9.2,96.1,52.2,80.5,75,0.93,6.7,1,1,Pass,B
2.0,92.6,36.5,77.5,75,0.96,6.0,0,1,Pass,B
5.4,78.4,49.5,77.4,75,0.91,3.2,1,1,Pass,B
1.1,70.1,23.8,86.9,40,0.93,1.9,1,0,Fail,D
5.2,74.8,39.7,72.6,75,0.84,3.1,1,1,Pass,B
1.5,60.8,49.5,86.9,60,0.52,7.7,0,1,Pass,C
2.1,81.0,32.3,66.6,60,0.93,5.6,0,1,Pass,C
2.1,80.2,33.6,71.4,75,0.76,6.7,1,1,Pass,B
6.7,81.0,36.0,86.9,40,0.85,2.3,1,0,Fail,D
7.7,99.0,43.8,61.6,60,0.78,2.1,0,1,Pass,C
6.3,96.5,35.4,43.8,40,0.76,1.8,0,0,Fail,D
9.7,66.5,55.7,86.9,75,0.72,5.6,0,1,Pass,B
4.4,74.8,30.4,86.9,75,0.51,5.6,0,1,Pass,B
3.6,77.0,31.6,86.9,40,0.78,3.7,0,0,Fail,D
6.7,74.4,53.1,93.5,90,0.59,1.3,1,1,Pass,A
3.0,91.9,35.9,69.0,60,0.85,4.0,1,1,Pass,C
9.7,80.7,41.9,48.1,40,0.96,4.4,0,0,Fail,D
1.1,82.9,29.4,63.1,60,0.97,2.0,1,1,Pass,C
9.7,80.7,42.9,47.0,40,0.79,1.1,0,0,Fail,D
6.7,92.2,27.6,52.0,40,0.66,7.2,0,0,Fail,D
9.0,65.3,37.5,43.1,40,0.91,2.5,1,0,Fail,D
6.3,88.6,40.2,66.3,60,0.93,5.6,0,1,Pass,C
9.9,77.4,54.1,88.4,90,0.98,5.1,0,1,Pass,A
1.7,71.8,33.1,75.2,75,0.69,2.5,1,1,Pass,B
6.0,62.0,49.5,76.4,90,0.69,3.2,0,1,Pass,A
9.7,79.5,43.0,52.0,40,0.93,2.5,0,0,Fail,D
5.7,74.2,37.0,60.6,60,0.89,3.4,0,1,Pass,C
6.7,70.1,47.6,90.7,90,0.93,1.4,1,1,Pass,A
7.3,80.7,37.0,45.3,40,0.8,4.1,0,0,Fail,D
5.1,80.7,46.7,91.5,90,0.87,1.6,0,1,Pass,A
6.6,69.8,40.9,69.0,60,0.98,1.9,0,1,Pass,C
6.3,80.7,45.9,90.2,90,0.94,5.9,0,1,Pass,A
9.1,80.7,45.3,59.1,60,0.74,2.5,0,1,Pass,C
6.3,60.4,26.9,86.9,75,0.99,5.9,1,1,Pass,B
3.5,97.5,42.3,85.1,90,0.61,5.9,1,1,Pass,A
9.6,80.7,53.8,87.1,90,0.65,5.7,1,1,Pass,A
6.7,72.9,41.4,53.8,40,0.59,5.6,1,0,Fail,D
5.1,69.9,46.7,98.4,90,0.94,2.4,0,1,Pass,A
6.7,60.4,32.8,45.1,40,0.85,3.4,0,0,Fail,D
3.5,69.4,27.2,76.4,40,0.95,3.2,0,0,Fail,D
2.7,80.7,49.5,75.7,75,0.85,6.6,1,1,Pass,B
5.2,80.7,43.9,86.9,75,0.93,3.2,1,1,Pass,B
4.2,66.7,44.4,97.7,90,0.57,4.7,0,1,Pass,A
6.3,81.1,40.0,64.3,60,0.93,4.4,0,1,Pass,C
1.7,83.6,24.2,41.5,40,0.77,3.3,1,0,Fail,D
9.8,71.9,49.7,86.9,75,0.87,6.4,0,1,Pass,B
9.9,61.4,49.5,86.9,75,0.95,7.1,0,1,Pass,B
7.3,61.5,40.6,66.0,60,0.87,7.6,0,1,Pass,C
5.8,80.7,38.5,69.3,60,0.93,1.4,0,1,Pass,C
3.8,89.6,29.7,43.9,40,0.93,7.6,1,0,Fail,D
8.3,80.7,44.6,69.2,60,0.78,3.7,1,1,Pass,C
7.2,91.9,43.3,65.6,60,0.93,3.8,1,1,Pass,C
6.7,77.3,37.6,82.8,75,0.93,6.9,0,1,Pass,B
9.2,78.1,49.8,78.7,75,0.74,4.3,0,1,Pass,B
8.4,80.7,40.2,51.1,40,0.52,3.3,1,0,Fail,D
9.5,88.5,41.9,86.9,75,0.6,4.8,0,1,Pass,B
7.5,70.9,38.6,55.1,60,0.71,3.8,0,1,Pass,C
6.5,64.9,34.7,50.7,40,0.8,1.6,0,0,Fail,D
4.8,82.2,41.6,79.4,75,0.99,5.1,1,1,Pass,B
9.4,73.1,49.5,86.9,90,0.61,6.0,0,1,Pass,A
8.8,80.7,49.1,79.1,75,0.8,4.6,0,1,Pass,B
1.4,85.9,34.3,76.4,75,0.93,2.5,0,1,Pass,B
6.7,79.8,49.5,64.6,60,0.63,4.6,1,1,Pass,C
4.4,84.8,34.9,58.8,60,0.82,1.7,1,1,Pass,C
8.3,80.7,49.5,94.7,90,0.9,5.6,0,1,Pass,A
9.9,80.7,58.2,98.1,90,0.57,5.4,1,1,Pass,A
2.4,88.2,34.6,69.8,60,0.56,1.2,0,1,Pass,C
6.3,81.4,38.0,57.4,60,0.64,4.8,0,1,Pass,C
4.4,87.2,49.5,86.2,90,0.93,5.2,0,1,Pass,A
9.7,94.9,43.3,47.9,40,0.83,5.5,0,0,Fail,D
6.7,77.3,49.5,86.9,90,0.53,4.2,1,1,Pass,A
8.5,76.5,51.4,86.9,90,0.55,4.4,1,1,Pass,A
5.2,90.6,33.7,47.5,40,0.97,2.9,1,0,Fail,D
6.7,83.3,49.5,98.6,90,0.64,2.7,0,1,Pass,A
3.5,62.8,43.0,86.9,90,0.6,5.8,0,1,Pass,A
1.5,95.7,41.4,86.9,90,0.74,5.1,1,1,Pass,A
8.8,61.2,44.7,69.8,60,0.54,4.1,0,1,Pass,C
8.3,80.7,49.5,54.8,40,0.88,5.6,1,0,Fail,D
10.0,90.4,51.5,74.9,75,0.66,1.5,1,1,Pass,B
6.7,98.1,49.4,65.2,60,0.78,7.2,0,1,Pass,C
6.0,62.2,33.9,52.4,40,0.84,6.3,0,0,Fail,D
7.9,80.7,43.8,65.4,60,0.78,7.0,0,1,Pass,C
9.5,77.1,50.6,79.8,75,0.93,5.6,1,1,Pass,B
8.6,73.2,49.5,44.3,40,0.83,6.0,0,0,Fail,D
3.2,80.7,30.8,60.0,60,0.56,5.6,0,1,Pass,C
6.7,82.5,49.5,41.1,40,0.55,5.6,0,0,Fail,D
2.2,79.2,37.8,85.0,90,0.77,7.8,1,1,Pass,A
9.6,64.2,49.5,78.4,75,0.66,4.9,0,1,Pass,B
6.5,84.5,34.6,43.8,40,0.78,5.3,0,0,Fail,D
6.7,89.5,44.5,97.9,90,0.97,2.1,1,1,Pass,A
7.0,90.7,35.5,86.9,40,0.79,3.4,0,0,Fail,D
6.6,96.2,45.4,86.9,75,0.93,6.5,1,1,Pass,B
4.2,76.4,42.0,86.9,90,0.69,5.6,0,1,Pass,A
6.7,98.1,40.0,87.3,90,0.83,6.6,0,1,Pass,A
7.0,94.6,36.1,42.1,40,0.6,4.7,0,0,Fail,D
5.7,71.9,46.9,94.4,90,0.82,3.5,1,1,Pass,A
8.0,66.4,51.2,86.9,90,0.54,4.6,0,1,Pass,A
6.7,77.4,41.2,73.7,75,0.74,3.1,0,1,Pass,B
8.7,80.7,45.7,68.9,60,0.53,5.6,1,1,Pass,C
6.7,83.0,33.1,86.9,40,0.78,5.8,1,0,Fail,D
6.0,83.3,41.9,73.7,75,0.71,5.6,0,1,Pass,B
8.9,90.0,46.2,86.9,75,0.91,1.5,0,1,Pass,B
4.6,80.4,43.2,86.4,75,0.93,5.6,0,1,Pass,B
2.2,64.2,49.5,64.2,60,0.93,6.9,0,1,Pass,C
1.3,94.3,49.5,81.0,75,0.85,7.5,0,1,Pass,B
6.7,72.4,36.7,46.1,40,0.93,6.0,0,0,Fail,D
6.6,80.7,37.5,48.0,40,0.62,5.6,0,0,Fail,D
7.3,64.7,49.5,76.4,90,0.66,5.6,1,1,Pass,A
2.9,98.3,28.4,42.7,40,0.68,3.6,0,0,Fail,D
2.2,63.6,32.5,72.5,75,0.81,5.8,0,1,Pass,B
1.1,80.7,35.4,87.6,90,0.7,5.9,1,1,Pass,A
4.2,61.9,37.6,86.9,75,0.93,5.6,1,1,Pass,B
6.3,88.2,43.8,74.5,75,0.92,3.7,1,1,Pass,B
4.5,94.0,42.6,80.8,75,0.9,5.6,0,1,Pass,B
4.9,77.4,35.7,60.4,60,0.72,4.3,0,1,Pass,C
9.1,97.1,46.4,61.7,60,0.87,3.8,1,1,Pass,C
4.1,83.6,34.2,76.4,60,0.99,6.9,1,1,Pass,C
5.6,85.2,49.5,82.7,75,0.93,5.6,1,1,Pass,B
8.1,93.8,40.5,49.7,40,0.75,6.3,0,0,Fail,D
4.6,71.9,28.6,40.8,40,0.93,5.6,0,0,Fail,D
6.6,74.2,43.4,75.8,75,0.87,5.6,1,1,Pass,B
8.8,96.2,56.2,96.5,90,0.68,7.0,1,1,Pass,A
9.5,96.0,51.6,76.6,75,0.88,4.2,0,1,Pass,B
2.3,99.1,40.6,87.0,90,0.86,3.6,0,1,Pass,A
9.3,96.1,52.3,76.4,75,0.93,5.0,0,1,Pass,B
5.4,65.1,38.2,69.8,60,0.87,5.6,0,1,Pass,C
3.3,92.9,40.8,83.1,75,0.89,5.9,1,1,Pass,B
5.1,80.7,44.7,89.4,90,0.62,7.5,0,1,Pass,A
9.8,99.6,45.6,53.5,40,0.99,6.8,1,0,Fail,D
5.4,80.7,36.8,60.2,60,0.97,1.8,1,1,Pass,C
4.0,82.2,32.2,53.4,40,0.74,5.6,0,0,Fail,D
6.7,81.2,41.7,67.1,60,0.71,5.8,0,1,Pass,C
6.7,72.9,49.5,93.1,90,0.76,5.9,0,1,Pass,A
6.7,63.0,27.9,60.7,60,0.67,5.6,0,1,Pass,C
6.7,95.8,32.7,62.5,60,0.96,5.6,0,1,Pass,C
2.2,80.7,41.1,86.9,90,0.59,1.5,0,1,Pass,A
2.4,65.6,32.6,70.9,75,0.88,5.3,0,1,Pass,B
2.2,80.7,35.1,72.1,60,0.66,6.2,0,1,Pass,C
6.8,85.0,49.6,91.6,90,0.56,7.0,0,1,Pass,A
2.6,76.4,33.7,69.4,60,0.75,5.4,0,1,Pass,C
4.1,80.7,39.5,80.9,75,0.95,4.6,0,1,Pass,B
6.7,94.4,41.2,45.1,40,0.59,1.6,1,0,Fail,D
5.3,88.0,34.6,50.7,40,0.95,5.6,0,0,Fail,D
6.7,80.7,49.5,64.3,60,1.0,2.0,0,1,Pass,C
6.7,84.4,34.6,86.9,60,0.88,3.1,1,1,Pass,C
6.7,63.6,41.1,97.9,90,0.75,3.5,1,1,Pass,A
6.7,79.0,40.2,98.2,90,0.76,5.6,0,1,Pass,A
2.5,67.7,39.1,91.1,90,0.93,2.8,1,1,Pass,A
3.5,68.3,31.5,76.4,60,0.93,6.4,1,1,Pass,C
2.6,86.5,43.2,97.8,90,0.99,8.0,0,1,Pass,A
1.8,96.5,37.7,81.4,75,0.93,5.6,1,1,Pass,B
6.7,80.7,30.9,86.9,60,0.67,2.2,1,1,Pass,C
5.1,68.3,41.7,82.1,75,0.89,1.9,1,1,Pass,B
6.7,85.9,26.7,86.9,40,0.88,6.2,0,0,Fail,D
4.3,94.8,32.7,48.8,40,0.79,1.5,1,0,Fail,D
5.5,89.9,46.9,89.8,90,0.66,2.4,1,1,Pass,A
7.2,80.7,49.5,78.7,75,0.93,2.0,0,1,Pass,B
1.4,80.7,29.5,61.9,60,0.52,7.2,0,1,Pass,C
8.2,90.1,46.4,70.0,60,0.61,6.7,1,1,Pass,C
6.7,65.6,49.5,94.3,90,0.89,6.4,0,1,Pass,A
1.7,73.9,34.2,77.9,75,0.87,5.9,1,1,Pass,B
8.9,75.6,44.5,63.9,60,0.54,2.2,0,1,Pass,C
6.3,80.5,49.5,47.2,40,0.96,2.8,1,0,Fail,D
1.5,97.2,30.0,57.6,60,0.76,4.7,1,1,Pass,C
3.5,95.0,46.1,98.7,90,0.8,5.1,1,1,Pass,A
8.3,65.4,43.0,66.2,60,0.95,2.8,0,1,Pass,C
6.7,66.9,42.6,68.3,60,0.88,1.0,0,1,Pass,C
6.7,74.3,33.8,69.9,60,0.99,5.1,1,1,Pass,C
6.7,80.7,49.5,93.0,90,0.53,5.2,1,1,Pass,A
4.3,84.6,39.9,76.2,75,0.79,7.4,0,1,Pass,B
5.4,96.1,44.9,81.6,75,0.66,1.0,1,1,Pass,B
6.6,98.5,42.1,63.4,60,0.6,5.3,1,1,Pass,C
4.3,86.1,29.7,41.7,40,0.63,6.8,0,0,Fail,D
6.7,93.5,48.5,95.9,90,0.98,4.8,1,1,Pass,A
7.7,81.0,52.6,96.9,90,0.65,4.8,0,1,Pass,A
1.3,68.3,38.5,96.9,90,0.97,1.1,1,1,Pass,A
3.3,81.0,43.7,96.6,90,0.84,6.4,0,1,Pass,A
7.4,82.2,49.7,86.9,40,0.95,8.0,0,0,Fail,D
6.7,89.7,51.5,81.1,75,0.93,3.3,1,1,Pass,B
5.6,68.8,45.3,90.7,90,0.64,4.9,0,1,Pass,A
5.8,74.7,41.9,76.0,75,0.94,6.7,1,1,Pass,B
2.0,74.6,25.9,48.1,40,0.53,5.6,1,0,Fail,D
5.0,80.7,38.9,63.5,60,0.89,7.8,1,1,Pass,C
5.8,77.8,48.9,98.3,90,0.55,2.9,0,1,Pass,A
3.2,90.2,33.8,61.1,60,0.93,5.6,0,1,Pass,C
3.4,90.0,43.4,92.1,90,0.57,2.9,1,1,Pass,A
6.7,70.6,29.5,45.6,40,0.53,5.2,0,0,Fail,D
1.2,82.9,28.7,60.1,60,0.68,7.5,1,1,Pass,C
3.9,80.7,35.7,86.9,60,0.78,5.1,0,1,Pass,C
2.9,79.0,49.5,43.1,40,0.93,5.3,0,0,Fail,D
3.9,97.8,31.7,86.9,40,0.68,5.6,1,0,Fail,D
2.1,68.6,26.5,51.6,40,0.93,1.0,1,0,Fail,D
6.7,63.0,41.9,90.3,90,0.87,6.9,1,1,Pass,A
6.3,95.7,49.5,43.8,40,0.66,1.7,0,0,Fail,D
7.1,93.9,41.0,57.9,60,0.95,5.4,0,1,Pass,C
6.7,99.7,38.4,40.6,40,0.93,1.9,1,0,Fail,D
6.7,87.2,44.2,81.7,75,0.58,4.4,0,1,Pass,B
6.7,97.5,36.5,77.2,75,0.75,6.1,0,1,Pass,B
5.8,93.1,44.5,76.4,90,0.82,2.0,1,1,Pass,A
6.3,80.7,40.7,62.5,60,0.57,4.2,0,1,Pass,C
7.7,82.8,39.4,52.5,40,0.92,2.5,1,0,Fail,D
4.9,75.3,42.3,83.2,75,0.51,3.8,1,1,Pass,B
2.1,97.4,40.6,88.7,90,0.7,6.3,0,1,Pass,A
3.6,77.3,29.4,48.3,40,0.81,2.4,1,0,Fail,D
4.3,81.6,37.5,69.2,60,0.81,5.6,0,1,Pass,C
6.8,77.8,49.5,54.9,40,0.76,5.6,1,0,Fail,D
6.1,82.6,35.5,50.1,40,0.51,1.3,0,0,Fail,D
4.2,78.8,41.5,84.1,75,0.96,2.7,1,1,Pass,B
9.9,61.9,49.5,86.9,40,0.84,2.4,1,0,Fail,D
6.5,95.3,49.5,86.9,40,0.8,1.3,0,0,Fail,D
3.1,77.8,49.5,58.6,60,0.61,1.7,0,1,Pass,C
1.9,83.6,41.9,98.0,90,1.0,4.7,1,1,Pass,A
6.7,65.6,38.6,90.9,90,0.93,4.0,1,1,Pass,A
6.7,60.1,40.2,92.8,90,0.93,1.6,0,1,Pass,A
2.4,69.8,32.1,76.4,60,0.93,3.4,0,1,Pass,C
2.7,88.2,37.4,77.4,75,0.77,2.2,0,1,Pass,B
3.6,64.0,32.4,62.6,60,0.52,1.8,1,1,Pass,C
2.6,96.4,28.2,86.9,75,0.85,1.9,0,1,Pass,B
9.1,68.6,44.3,64.1,60,0.83,4.0,1,1,Pass,C
1.7,68.2,32.9,75.6,75,0.93,6.7,0,1,Pass,B
5.7,67.3,35.3,57.2,60,0.93,5.7,0,1,Pass,C
4.7,60.6,42.7,90.9,90,0.6,3.9,0,1,Pass,A
9.8,80.7,43.4,49.1,40,0.93,6.1,1,0,Fail,D
2.0,80.7,49.5,62.0,60,0.93,6.4,0,1,Pass,C
4.6,80.7,31.9,47.5,40,0.87,7.7,1,0,Fail,D
9.7,67.5,45.4,86.9,60,0.68,2.7,0,1,Pass,C
8.8,71.4,37.5,86.9,40,0.8,5.1,0,0,Fail,D
8.4,79.0,41.6,56.4,60,0.85,1.6,0,1,Pass,C
3.3,98.2,35.6,64.0,60,0.86,2.0,1,1,Pass,C
2.5,80.7,49.5,68.7,60,0.75,5.7,0,1,Pass,C
7.0,89.3,44.7,76.4,75,0.93,3.3,1,1,Pass,B
9.4,77.6,43.5,56.5,60,0.63,2.6,0,1,Pass,C
6.0,71.9,40.6,71.4,75,0.84,5.6,0,1,Pass,B
6.1,78.2,41.2,70.5,75,0.84,7.9,0,1,Pass,B
3.5,62.8,31.0,59.0,60,0.66,1.6,1,1,Pass,C
7.9,80.7,51.9,86.9,90,0.94,6.5,0,1,Pass,A
2.7,69.7,49.5,72.7,75,0.85,3.7,1,1,Pass,B
6.7,89.0,34.7,59.9,60,0.96,6.4,1,1,Pass,C
4.8,62.7,44.9,96.8,90,0.61,2.5,1,1,Pass,A
5.6,98.2,48.2,90.7,90,0.53,3.3,1,1,Pass,A
3.2,67.7,42.9,86.9,90,0.86,1.0,1,1,Pass,A
2.0,95.3,38.0,81.5,75,0.93,5.4,0,1,Pass,B
6.5,80.7,41.0,62.7,60,0.9,7.7,1,1,Pass,C
3.6,80.7,34.1,56.9,40,0.85,3.4,1,0,Fail,D
6.2,79.1,41.9,79.8,75,0.79,6.5,0,1,Pass,B
2.4,80.7,43.3,98.8,90,0.87,2.5,1,1,Pass,A
5.3,74.8,41.4,77.6,75,0.93,4.7,0,1,Pass,B
5.8,80.7,46.2,92.9,90,0.75,7.1,1,1,Pass,A
1.5,77.7,28.7,59.7,60,0.8,5.6,0,1,Pass,C
6.7,66.6,49.5,64.4,60,0.75,2.6,0,1,Pass,C
6.7,99.3,42.6,94.4,90,0.52,4.9,1,1,Pass,A
1.6,63.8,35.2,85.4,90,0.91,1.3,1,1,Pass,A
9.9,83.6,57.8,98.9,90,0.55,7.4,0,1,Pass,A
3.9,85.1,42.3,86.5,90,0.56,6.3,1,1,Pass,A
8.3,81.5,44.8,66.9,60,0.97,5.6,0,1,Pass,C
3.3,86.5,36.8,71.9,75,0.6,1.8,0,1,Pass,B
7.1,64.6,49.5,94.0,90,0.97,4.3,1,1,Pass,A
7.8,80.7,45.7,73.1,75,0.93,7.8,0,1,Pass,B
6.7,71.5,49.5,86.9,60,0.99,3.4,1,1,Pass,C
5.2,80.7,49.5,66.1,60,1.0,2.2,0,1,Pass,C
4.7,90.5,49.5,71.0,75,0.88,1.4,0,1,Pass,B
6.7,98.9,31.8,45.8,40,0.74,2.0,1,0,Fail,D
9.4,61.5,49.5,84.6,75,0.87,6.2,0,1,Pass,B
8.5,71.4,38.1,46.6,40,0.63,4.7,1,0,Fail,D
9.7,67.8,45.5,86.9,40,0.97,5.1,0,0,Fail,D
2.1,60.4,36.7,88.3,90,0.55,6.7,0,1,Pass,A
7.6,69.7,42.6,68.1,60,0.93,7.4,1,1,Pass,C
9.4,87.2,54.7,90.5,90,0.67,7.0,0,1,Pass,A
6.7,69.2,30.3,86.9,60,0.78,5.4,1,1,Pass,C
1.6,80.4,40.5,97.5,90,0.93,7.4,1,1,Pass,A
7.7,80.7,40.7,52.6,40,0.82,5.6,0,0,Fail,D
6.2,80.7,33.9,42.3,40,0.77,3.4,0,0,Fail,D
6.7,75.8,52.5,92.3,90,0.72,7.3,0,1,Pass,A
2.3,74.9,37.6,85.1,90,0.86,1.7,0,1,Pass,A
8.2,78.2,49.5,53.9,40,0.93,2.1,0,0,Fail,D
2.8,67.1,42.0,99.1,90,0.57,1.6,0,1,Pass,A
2.5,85.4,34.6,70.1,75,0.73,3.1,1,1,Pass,B
2.5,80.7,41.6,97.1,90,0.79,3.1,0,1,Pass,A
8.3,94.1,49.5,70.3,75,0.93,6.0,1,1,Pass,B
7.0,90.3,43.5,68.3,60,0.99,4.0,0,1,Pass,C
5.7,84.4,39.9,66.9,60,0.91,5.6,1,1,Pass,C
4.2,80.7,33.9,60.1,60,0.72,1.3,1,1,Pass,C
8.9,68.4,46.2,72.0,75,0.8,4.1,1,1,Pass,B
4.5,91.0,38.3,67.2,60,0.73,8.0,0,1,Pass,C
6.7,80.7,49.5,42.2,40,0.84,5.6,1,0,Fail,D
5.0,69.0,33.6,86.9,40,0.99,6.9,0,0,Fail,D
4.4,67.8,31.4,52.8,40,0.86,5.4,0,0,Fail,D
5.2,66.6,49.5,92.0,90,0.76,4.3,0,1,Pass,A
3.7,91.1,39.3,86.9,75,0.57,2.6,1,1,Pass,B
6.7,69.2,48.1,85.8,90,0.93,5.1,1,1,Pass,A
5.5,81.1,48.3,97.4,90,0.64,4.0,0,1,Pass,A
3.1,78.1,37.6,78.6,75,0.55,5.6,1,1,Pass,B
9.1,80.7,56.2,99.0,90,0.9,6.4,0,1,Pass,A
4.5,95.1,36.1,58.7,60,0.93,5.1,1,1,Pass,C
5.9,80.7,36.6,51.2,40,0.76,1.1,1,0,Fail,D
9.2,80.7,45.5,64.2,60,0.52,7.1,1,1,Pass,C
6.6,60.6,39.7,68.2,60,0.93,2.2,1,1,Pass,C
2.1,77.1,40.0,93.7,90,0.94,6.9,0,1,Pass,A
9.5,84.2,49.5,86.9,75,0.63,5.6,1,1,Pass,B
6.6,82.3,38.7,86.9,40,0.95,5.6,0,0,Fail,D
4.0,86.1,42.0,84.6,75,0.93,5.6,1,1,Pass,B
6.7,80.7,32.3,70.3,75,0.77,1.5,0,1,Pass,B
8.1,85.9,39.7,86.9,40,0.53,1.1,0,0,Fail,D
6.6,67.3,49.5,74.6,75,0.55,3.5,1,1,Pass,B
5.8,90.0,49.0,94.7,90,0.78,5.7,1,1,Pass,A
9.0,73.6,52.5,90.6,90,0.99,2.5,1,1,Pass,A
8.1,88.4,47.6,75.2,75,0.65,6.3,0,1,Pass,B
2.4,61.9,29.8,62.6,60,0.8,5.6,1,1,Pass,C
3.8,76.3,28.8,86.9,40,0.89,2.1,1,0,Fail,D
3.2,88.2,35.7,68.2,60,0.92,4.9,0,1,Pass,C
7.7,80.7,47.8,85.1,90,0.9,5.1,1,1,Pass,A
1.3,91.8,30.3,61.6,60,0.96,7.1,1,1,Pass,C
6.1,85.2,37.0,54.1,40,0.72,3.8,1,0,Fail,D
6.7,83.5,52.9,95.9,90,0.5,4.3,0,1,Pass,A
8.9,74.1,52.0,89.3,90,0.51,3.4,0,1,Pass,A
4.1,79.3,49.5,78.3,75,0.76,6.3,0,1,Pass,B
